ProductID,Product Name,Category,Customer ,Paper,GSM,Print Size,Ups,Dimension,Ink,Plate No,Coating,Special Effects,Pasting,folding Dim.,Folding ,Construction,Specification,Actual GSM USED,ArtworkCode,Delivery Address,product immage ,ArtworkCDR,ArtworkPDF
364,BD Thion 600 mg Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,15.75 X 20.75,4,77 x 33 x 112,,,Aqua,Foil + Emboss,Side Pasting,,,"Window Varnish batch coding, Foiling, Emboss on Brand Name.",Printed carton on ITC Saffire board with 3 special Pantone colour printing.,,YR0GTAXIN/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
365,BD Thion 600 mg Insert,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,15 X 20,12,120 x 120,BLACK,,,,1+2,,Folding ‐  2 + 1,Folding ‐  2 + 1,Printed insert on Maplitho paper.,,YR0GTAXIN/I1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
366,Erlotinib - Mili - 150 Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,,,68 x 42 x 42,,,Aqua,,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 7 special Pantone colour printing.,320,NT0ELAXCD/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
367,Enzalutamide - Mili - 40 mg - Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,,,,,,Aqua,,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 7 special Pantone colour printing.,320,NT0ENAXCD/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
368,Sunitinib - Mili - 12.5-25-50 inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,,,300 x 600,BLACK,,,,3+2,,Folding ‐  2 + 3,Folding ‐  2 + 3,Printed insert on Maplitho paper.,,NT0SMAXCD/I1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
369,Lapatinib-Mili inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,,,260 x 500,BLACK,,,,3+3,,Folding ‐  2 + 3,Folding ‐  2 + 3,Printed insert on Maplitho paper.,,NT0LAAXCD/I1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
370,Everolimus Inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,,,190 x 235,BLACK,,,,3+2,,Folding ‐  2 + 3,Folding ‐  2 + 3,Printed insert on Maplitho paper.,,NT0EVAXCD/I1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
371,Erotinib -mili Inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,,,280 x 60,BLACK,,,,3,,Folding 3 Vertical,Folding 3 Vertical,Printed insert on Maplitho paper.,,NT0ELAXCD/I1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
372,Erlotinib- Mili inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,,,280 x 60,BLACK,,,,3,,Folding 3 Vertical,Folding 3 Vertical,Printed insert on Maplitho paper.,,NT0ELAXCD/l1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
373,Enzalutamide-Mili inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,,,200 x 360,BLACK,,,,1+3,,Folding ‐  1 + 3,Folding ‐  1 + 3,Printed insert on Maplitho paper.,,NT0ENAXCD/l1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
374,Erlotinib-Mili Lables,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,70,,,25 x 100,,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper with 4 special Pantone colour printing.,,NT0ELAXCD/L1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
375,Lapatinib-Mili Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,70,,,35 x 110,,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper with 4 special Pantone colour printing.,,NT0LABXCD/L1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
376,BD Thion 600 mg Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,70,,,28 x 65,,,,,,,,Window Varnish batch coding.,Printed Label on Chromo paper with 3 special Pantone colour printing.,,YR0GTAXIN/L1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
377,Apabarzd 60mg Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,18 X 23,6,51 x 51 x 85,CMYK,,Aqua,UV Emboss,Side Pasting,,,Window Varnish for Batch Coding with UV Emboss on Brand Name,Printed carton on ITC Saffire board with 4 colour printing with Window Aqua Varnish for batch coding.,,NAPAMAXIN/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
378,Apabarzd 60mg Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,80,,0,115 x 40,CMYK,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,,NAPAMAXIN/L1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
379,Apabarzd 60mg inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 X 23,6,190 x 200,BLACK,,,,2+2,,Folding ‐  2 vertical + 2 horizontal.,Folding ‐  2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,,NAPAMAXIN/I1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
380,Feholy FCM 50mg cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,18 X 23,8,67 x 32 x 96,CMYK,,Aqua,,Lock Bottom,,,Window Varnish batch coding.,ITC Saffire board with 4 colour printing.,,YIEFMCIXN/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
381,Feholy FCM labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,70,,,65 x 30,CMYK,,UV,,,,,Window UV batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,,YIEFMCXIN/L1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
382,Feholy FCM inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 X 23,4,265 x 185,BLACK,,,,2+2,,Folding ‐  2 vertical + 2 horizontal.,Folding ‐  2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,,YIEFMAXIN/I1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
383,BD Rivo 2.5mg Label,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,80,,,30 x 90,,,,,,,,Window Varnish batch coding.,Printed Label on Chromo paper with 3 special Pantone colour printing.,,YR0RIDXIN/L1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
384,BD Parp 100 mg 28 Tab Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,,,68 x 42 x 42,,,Aqua,Foil + Emboss,Side Pasting,,,"Window Varnish batch coding, Foiling, Emboss on Brand Name.",Printed carton on ITC Saffire board with 5 special Pantone colour printing.,350,NR0OPBBIN/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
385,BD Parp 100 mg 56 Tab Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,,,85 x 51 x 51,,,Aqua,Foil + Emboss,Side Pasting,,,"Window Varnish batch coding, Foiling, Emboss on Brand Name.",Printed carton on ITC Saffire board with 5 special Pantone colour printing.,350,NR0OPBXIN/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
386,BD Parp 100 mg 28 tab Label,Labels,BDR Pharmaceuticals International Pvt. Ltd.,,80,,,35 x 110,,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper with 5 special Pantone colour printing.,,NR0OPBBIN/L1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
387,BD Parp 100 mg 56 Tab Label,Labels,BDR Pharmaceuticals International Pvt. Ltd.,,80,,,40 x 115,,,,,,,,Window Varnish batch coding.,Printed Label on Chromo paper with 5 special Pantone colour printing.,,NR0OPBXIN/L1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
388,InjeCarb Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,18 X 23,8,96 x 67 x 32,CMYK,98804,Aqua,,Lock Bottom,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 4 special Pantone colour printing.,,YAJFMCXIN/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,Product_Files_/388.ArtworkPDF.111830.pdf
389,InjeCarb Label,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,70,,,30 x 65,,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,,YAJFMCXIN/L1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,Product_Files_/389.ArtworkPDF.111842.pdf
390,InjeCarb Insert,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 X 23,4,185 x 265,BLACK,58984,,,,,Folding ‐  2 vertical + 2 horizontal.,Folding ‐  2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,58,YAJFMCXIN/I1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,Product_Files_/390.ArtworkPDF.111853.pdf
391,Tycovancin 500 mg Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,15.75 X 20.75,4,115 x 42 x 83,CMYK,,Aqua,,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 4 colour printing with Window Aqua Varnish for batch coding.,,QHODLAXIN/C1,"Indasi lifescience Pvt Ltd | Plot no 73 to 76 Silver Industrial Estate., Bhimpore,Daman 396210",,,
392,COLISIG-3MIU CARTONS,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,340,14 x 22,8,51 x 32 x 84,CMYK,,Textured UV,Emboss,Side Pasting,,,Printed carton on ITC Saffire board with 4 colour printing with Drip Off full cartons & Embossing  on Brand Name,ITC Saffire board with 4 colour printing.,,YDKCUBXIN/C2,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
393,COLISIG-3MIU Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,75,,,55 x 25,CMYK,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,,YDKCUBXIN/L2,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
394,Tycovancin 500 mg inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,15 X 20,2,200 x 300,BLACK,,,,2+2,,Folding ‐  2 vertical + 2 horizontal.,Folding ‐  2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,,QHODLAXIN/I1,"Indasi lifescience Pvt Ltd | Plot no 73 to 76 Silver Industrial Estate., Bhimpore,Daman 396210",,,
395,Tycovancin 500 mg labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,75,,,90 x 40,CMYK,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,,QHODLAXIN/L1,"Indasi lifescience Pvt Ltd | Plot no 73 to 76 Silver Industrial Estate., Bhimpore,Daman 396210",,,
396,Boramir3.5 mg Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,300,18 X 23,6,60 x 38 x 108,CMYK+ 5 pantone,,Aqua,,Side Pasting,,,Window Varnish batch coding.,ITC Saffire board with 4 colour printing.,,AT0BZAXPH/C2,"Khandelwal Laboratories Pvt Ltd, B-1 Wagle industrial Estate ,Thane 400604",,,
397,Boramir3.5 mg labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,,75,,,65 x 20,CMYK+ 5 pantone,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper with 3 special Pantone colour printing.,,AT0BZAXPH/L1,"Khandelwal Laboratories Pvt Ltd, B-1 Wagle industrial Estate ,Thane 400604",,,
398,Boramir3.5 mg lnserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 X 23,4,205 x 266,BLACK,59323,,,2+2,,Folding ‐  2 vertical + 2 horizontal.,Folding ‐  2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,,ATOBZAXPH/I1,"Khandelwal Laboratories Pvt Ltd, B-1 Wagle industrial Estate ,Thane 400604",,,
399,CA DASA 50 mg cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,15.33 x 18,4,45 x 45 x 84,CMYK,,Aqua,,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 4 colour printing with Window Aqua Varnish for batch coding.,,NIIDACXIN/L1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
400,CA DASA 50 mg labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,,80,,110,35 x 110,CMYK,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,,NIIDACXIN/L1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
401,CA DASA 50 mg inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,58,15 X 20,2,220 x 330,BLACK,,,,3+2,,Folding ‐  2 + 3,Folding ‐  2 + 3,Printed insert on Maplitho paper.,,NIIDACXIN/I1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
402,AA AFA 40mg cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,15.75 X 20.75,6,47 x 47 x 75,CMYK,1088-30-1-24,Aqua,Spot UV +emboss,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 4 colour printing with Window Aqua Varnish for batch coding.,,NIIAFTAXIN/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
403,AA AFA 40mg lnserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 X 23,2,195 x 550,BLACK,60087,,,3+3,,Folding 3 +3,Folding 3 +3,Printed insert on Maplitho paper.,,NIIAFTAXIN/I1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
404,AA AFA 40mg Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,80,,,25 x 100,CMYK,,Aqua,Foiling,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,,NIIAFTAXIN/L1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
405,NILOMAX 200 mg cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,12.5 x 18,4,65 x 40 x 75,CMYK,,Aqua,,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 4 colour printing with Window Aqua Varnish for batch coding.,,NIINTAXIN/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
406,NILOMAX 200 mg inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,20 X 30,2,240 x 500,BLACK,60246  2-2-24 double gripper,,,3+2,,Folding ‐  2 + 3,Folding ‐  2 + 3,Printed insert on Maplitho paper.,,NIINTAXIN/I1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
407,Tigiveri 50mg Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,330,12.5 x 18,4,68 x 35 x 100,CMYK,,Aqua,Spot UV +emboss,Lock Bottom,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 4 colour printing with Window Aqua Varnish for batch coding.,,YENTGAXIN/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
408,CA-ENZA 160mg,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,14 x 22,4,87 x 45 x 65,CMYK,,Textured UV,Emboss,Side Pasting,,,Window UV with special texture with embossing on brand name.,ITC Saffire board with 4 colour printing.,,NIIENAXIN/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
409,CA-ENZA 160mg inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 X 23,2,195 x 400,BLACK,,,,,,Folding ‐  2 + 3,Folding ‐  2 + 3,Printed insert on Maplitho paper.,,NIIENAXIN/I1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
410,Aplet - 60 mg cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,18 X 23,6,51 x 51 x 85,"P625, P186 Black",,Aqua,Emboss,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 3 special Pantone colour printing.,,NBDAMAXIN/C!,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
411,Aplet -60 mg Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,80,,,115 x 40,"P625, P186 Black",,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper with 3 special Pantone colour printing.,,NBDAMAXIN/L1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
412,Trescurb 600mg Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,15.75 X 20.75,4,77 x 33 x 112,CMYK,,Textured UV,Emboss,Side Pasting,,,Window UV with special texture with embossing on brand name.,ITC Saffire board with 4 colour printing.,,YGNGTAXIN/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
413,Trescurb 600mg labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,70,,,65 x 28,CMYK,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,,YGNGTAXIN/L1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
414,Trescurb 600mg inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,15 X 20,12,120 x 120,BLACK,,,,1+2,,Folding ‐  2 + 1,Folding ‐  2 + 1,Printed insert on Maplitho paper.,,YGNGTAXIN/I1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
415,Ziminox Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,18 X 25,8,68 x 35 x 100,CMYK,,Aqua,,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 4 colour printing with Window Aqua Varnish for batch coding.,,YAXMNAXIN/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
416,Ziminox Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,75,,,63 x 28,CMYK,,,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,,YAXMNAXIN/L1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
417,Ziminox Inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,15 X 20,4,150 x 240,BLACK,60921,,,,,Folding ‐  2 + 1,Folding ‐  2 + 1,Printed insert on Maplitho paper.,,YAXMNAXINI1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
418,Aplet Inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,15 X 20,3,150 x 300,BLACK,,,,2+2,,Folding ‐  2 vertical + 2 horizontal.,Folding ‐  2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,,NBDAMAXIN/I1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
419,Iron FS inner cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,Yellow,300,14 x 22,12,95 x 20 x 33,CMYK,,UV,,Side Pasting,,,Window UV batch coding.,Printed carton on ITC Cyber board with 4 colour printing.,,YGVISAXIN/C2,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
420,Iron FS outer,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,Yellow,300,12.5 x 25,4,110 x 36 x 100,CMYK,,UV,,Lock Bottom,,,,Printed carton on ITC Cyber board with 4 colour printing.,,YGVISAXIN/OC2,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
421,IRON FS Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,75,,,38 x 43,CMYK,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,,YGVISAXIN/L2,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
422,Iron FS inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 X 23,6,210 x 180,BLACK,,,,1+2,,Folding ‐  2 + 1,Folding ‐  2 + 1,Printed insert on Maplitho paper.,,YGVISAXIN/I2,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
